bldg_id,barangay,latitude,longitude,year_built,floors,material,occupancy,vs30,event_id,magnitude,dist_km,pga_g,pgv_cms,damage_class,damage_severity
ANT-01551,San Isidro,14.64689,121.12594,2017,8,Masonry_URM,Commercial,501,EVT-087,5.0,78.07,0.077,9.3,0,Class 0: No Damage
ANT-02093,Bagong Nayon,14.58332,121.17641,1964,7,Wood,School,438,EVT-031,8.4,27.98,4.145,497.4,4,Class 4: Collapse
ANT-02169,San Juan,14.62535,121.21155,2019,4,Concrete,Residential,654,EVT-095,7.8,48.73,1.212,145.5,4,Class 4: Collapse
ANT-02667,San Roque,14.64336,121.16326,1984,6,Steel,Hospital,560,EVT-099,6.8,40.3,0.686,82.3,2,Class 2: Moderate Damage
ANT-02690,San Jose,14.59421,121.23959,1987,2,Wood,Residential,223,EVT-053,7.5,27.61,2.439,292.6,4,Class 4: Collapse
ANT-03185,San Isidro,14.64538,121.197,1967,9,Steel,Residential,453,EVT-017,7.1,62.88,0.562,67.4,3,Class 3: Severe Damage
ANT-04947,Muntindilaw,14.63676,121.14999,1961,1,Concrete,School,514,EVT-001,6.8,69.99,0.353,42.3,2,Class 2: Moderate Damage
ANT-02455,San Roque,14.55563,121.19091,1975,4,Wood,Hospital,252,EVT-064,7.4,30.74,1.96,235.2,4,Class 4: Collapse
ANT-01962,Inarawan,14.59786,121.17864,1973,2,Steel,Industrial,256,EVT-002,5.2,83.75,0.101,12.1,0,Class 0: No Damage
ANT-02421,Mayamot,14.5736,121.21368,1994,6,Concrete,Industrial,271,EVT-074,7.4,58.6,0.909,109.0,4,Class 4: Collapse
ANT-04048,San Roque,14.568,121.21776,1965,3,Wood,Commercial,681,EVT-008,6.9,35.92,0.862,103.5,4,Class 4: Collapse
ANT-04760,San Isidro,14.60371,121.13711,1950,5,Concrete,Residential,608,EVT-025,7.8,82.89,0.608,72.9,3,Class 3: Severe Damage
ANT-02083,Dela Paz,14.63721,121.15568,1994,6,Masonry_URM,Residential,377,EVT-078,6.6,51.5,0.497,59.6,4,Class 4: Collapse
ANT-00661,Dela Paz,14.55288,121.23267,2000,5,Steel,Residential,736,EVT-093,8.3,36.39,2.529,303.5,4,Class 4: Collapse
ANT-01428,San Roque,14.59517,121.21183,1984,8,Wood,School,560,EVT-017,7.1,62.53,0.531,63.7,3,Class 3: Severe Damage
ANT-02003,San Isidro,14.56901,121.13284,1995,8,Steel,School,231,EVT-050,7.5,74.25,0.734,88.1,3,Class 3: Severe Damage
ANT-04151,San Isidro,14.61595,121.12901,2017,5,Wood,Residential,651,EVT-069,5.1,49.97,0.137,16.4,2,Class 2: Moderate Damage
ANT-02683,Mayamot,14.59104,121.22149,1952,8,Concrete,School,541,EVT-021,5.9,9.95,1.388,166.5,4,Class 4: Collapse
ANT-00551,San Isidro,14.62278,121.23336,2012,8,Wood,School,571,EVT-058,6.1,36.14,0.449,53.8,2,Class 2: Moderate Damage
ANT-01095,Muntindilaw,14.58513,121.12826,1955,1,Steel,School,384,EVT-035,6.1,60.0,0.285,34.2,3,Class 3: Severe Damage
ANT-01156,Cupang,14.58059,121.12751,1998,1,Wood,Hospital,528,EVT-045,5.4,51.28,0.174,20.9,1,Class 1: Light Damage
ANT-00670,San Juan,14.57422,121.12367,2020,2,Concrete,Industrial,556,EVT-008,6.9,28.6,1.189,142.7,4,Class 4: Collapse
ANT-03452,San Jose,14.62233,121.21541,1950,6,Masonry_URM,School,209,EVT-038,5.5,85.91,0.129,15.5,2,Class 2: Moderate Damage
ANT-01872,Mayamot,14.59661,121.14893,1982,5,Wood,Commercial,620,EVT-023,5.1,55.25,0.124,14.9,1,Class 1: Light Damage
ANT-04258,San Roque,14.58232,121.1676,2000,1,Wood,Hospital,345,EVT-026,6.9,71.45,0.419,50.2,3,Class 3: Severe Damage
ANT-04297,Mayamot,14.64492,121.2114,2015,8,Masonry_URM,School,312,EVT-062,7.1,70.05,0.544,65.3,2,Class 2: Moderate Damage
ANT-01435,San Isidro,14.63395,121.13616,1954,9,Concrete,Residential,483,EVT-041,5.3,13.92,0.683,82.0,4,Class 4: Collapse
ANT-00632,Inarawan,14.5589,121.15102,1972,8,Steel,Industrial,559,EVT-087,5.0,76.47,0.077,9.2,0,Class 0: No Damage
ANT-01663,Cupang,14.63912,121.23805,1951,9,Steel,School,691,EVT-070,6.5,40.35,0.537,64.5,2,Class 2: Moderate Damage
ANT-02581,San Jose,14.55611,121.24533,1969,5,Wood,School,301,EVT-057,5.1,32.43,0.289,34.6,1,Class 1: Light Damage
ANT-02455,San Roque,14.55563,121.19091,1975,4,Wood,Hospital,252,EVT-058,6.1,44.2,0.45,54.0,3,Class 3: Severe Damage
ANT-01127,San Juan,14.6394,121.16687,1953,5,Wood,Residential,410,EVT-057,5.1,19.91,0.445,53.4,4,Class 4: Collapse
ANT-01426,Mayamot,14.60766,121.19614,2007,1,Steel,Industrial,665,EVT-019,5.0,55.29,0.11,13.2,0,Class 0: No Damage
ANT-03871,San Roque,14.62304,121.17407,1978,5,Steel,School,223,EVT-033,6.2,74.48,0.27,32.4,0,Class 0: No Damage
ANT-02555,Dela Paz,14.61992,121.12101,1991,7,Masonry_URM,School,408,EVT-042,6.2,79.08,0.206,24.7,2,Class 2: Moderate Damage
ANT-04808,San Isidro,14.56611,121.18295,2006,4,Wood,Industrial,724,EVT-059,7.5,69.53,0.596,71.6,3,Class 3: Severe Damage
ANT-01735,Muntindilaw,14.64483,121.18088,1997,6,Masonry_URM,School,453,EVT-097,5.5,53.27,0.188,22.6,2,Class 2: Moderate Damage
ANT-04881,San Isidro,14.55025,121.18263,1964,3,Steel,Hospital,632,EVT-008,6.9,31.68,1.02,122.4,4,Class 4: Collapse
ANT-00423,Muntindilaw,14.64667,121.12749,2017,6,Concrete,Industrial,155,EVT-056,6.2,28.04,1.003,120.3,4,Class 4: Collapse
ANT-03050,Bagong Nayon,14.57275,121.12963,2003,9,Steel,Industrial,673,EVT-054,7.8,61.84,0.901,108.2,2,Class 2: Moderate Damage
ANT-03184,Mayamot,14.63185,121.12837,1992,1,Wood,Residential,664,EVT-019,5.0,48.47,0.13,15.6,1,Class 1: Light Damage
ANT-04331,San Luis,14.56441,121.13325,2020,6,Steel,School,388,EVT-055,5.6,88.93,0.114,13.7,0,Class 0: No Damage
ANT-02890,Dela Paz,14.56481,121.21225,1968,3,Concrete,Hospital,749,EVT-067,5.1,26.21,0.268,32.2,2,Class 2: Moderate Damage
ANT-04117,Inarawan,14.61137,121.19635,1979,9,Masonry_URM,Industrial,256,EVT-080,7.4,74.42,0.679,81.5,4,Class 4: Collapse
ANT-03986,Dela Paz,14.57647,121.19816,1979,9,Steel,School,472,EVT-041,5.3,21.7,0.451,54.1,2,Class 2: Moderate Damage
ANT-03862,San Luis,14.57949,121.24008,1956,8,Steel,Hospital,409,EVT-024,5.6,72.57,0.141,16.9,1,Class 1: Light Damage
ANT-04565,San Juan,14.57214,121.12796,1963,7,Steel,School,709,EVT-009,5.9,69.7,0.164,19.6,1,Class 1: Light Damage
ANT-03860,Muntindilaw,14.61166,121.14947,1997,6,Concrete,Industrial,619,EVT-087,5.0,75.83,0.075,9.0,0,Class 0: No Damage
ANT-00842,Dela Paz,14.59536,121.19948,1953,8,Masonry_URM,School,750,EVT-055,5.6,81.02,0.106,12.7,1,Class 1: Light Damage
ANT-03643,San Juan,14.59925,121.22688,1969,1,Wood,Commercial,270,EVT-057,5.1,27.54,0.358,43.0,3,Class 3: Severe Damage
ANT-02543,Bagong Nayon,14.56346,121.21077,1990,7,Concrete,Commercial,693,EVT-087,5.0,70.05,0.081,9.7,0,Class 0: No Damage
ANT-01422,Cupang,14.59019,121.24647,1951,5,Masonry_URM,Hospital,150,EVT-079,6.1,37.11,0.665,79.8,4,Class 4: Collapse
ANT-04144,Bagong Nayon,14.55245,121.23753,1975,3,Masonry_URM,Industrial,667,EVT-042,6.2,64.48,0.232,27.8,2,Class 2: Moderate Damage
ANT-01744,Bagong Nayon,14.64279,121.22528,1968,1,Steel,Hospital,225,EVT-015,6.9,51.16,0.723,86.7,3,Class 3: Severe Damage
ANT-03717,San Luis,14.56408,121.23747,1990,1,Wood,School,180,EVT-006,7.2,91.02,0.463,55.6,3,Class 3: Severe Damage
ANT-00472,Bagong Nayon,14.61583,121.21357,2012,7,Concrete,Hospital,439,EVT-036,5.9,33.31,0.477,57.2,2,Class 2: Moderate Damage
ANT-02295,Cupang,14.55942,121.23885,2008,3,Steel,Residential,261,EVT-013,5.1,61.95,0.13,15.6,0,Class 0: No Damage
ANT-00696,Muntindilaw,14.58894,121.13221,1975,8,Masonry_URM,Industrial,426,EVT-071,7.4,65.46,0.689,82.7,4,Class 4: Collapse
ANT-02816,San Jose,14.64169,121.18329,1964,7,Steel,Industrial,312,EVT-009,5.9,63.02,0.239,28.6,1,Class 1: Light Damage
ANT-02873,Mayamot,14.64505,121.24278,1959,6,Masonry_URM,Industrial,741,EVT-005,7.9,15.52,4.321,518.6,3,Class 3: Severe Damage
ANT-00564,San Roque,14.6406,121.24501,1975,7,Concrete,School,645,EVT-070,6.5,40.57,0.545,65.4,3,Class 3: Severe Damage
ANT-02803,San Jose,14.61102,121.16452,2016,9,Concrete,School,164,EVT-071,7.4,69.71,0.845,101.4,4,Class 4: Collapse
ANT-04878,Bagong Nayon,14.64802,121.21165,2004,4,Concrete,Residential,330,EVT-087,5.0,68.86,0.103,12.4,1,Class 1: Light Damage
ANT-02673,Mayamot,14.57067,121.18048,2011,6,Concrete,School,160,EVT-076,5.5,28.5,0.555,66.6,3,Class 3: Severe Damage
ANT-04975,Bagong Nayon,14.55324,121.20205,1952,4,Steel,Commercial,740,EVT-037,5.6,85.32,0.096,11.5,0,Class 0: No Damage
ANT-01878,Dalig,14.63631,121.16798,1996,8,Concrete,School,450,EVT-038,5.5,91.17,0.095,11.4,0,Class 0: No Damage
ANT-00618,San Luis,14.58188,121.22108,2001,2,Steel,Residential,321,EVT-037,5.6,83.53,0.127,15.2,0,Class 0: No Damage
ANT-00425,Dela Paz,14.58263,121.2173,2018,4,Masonry_URM,Industrial,750,EVT-097,5.5,46.62,0.191,23.0,2,Class 2: Moderate Damage
ANT-02651,Dela Paz,14.61493,121.12997,1971,9,Concrete,Industrial,745,EVT-096,6.3,37.81,0.453,54.3,3,Class 3: Severe Damage
ANT-04777,Cupang,14.64732,121.17433,2004,8,Concrete,Commercial,542,EVT-030,6.2,62.11,0.255,30.6,2,Class 2: Moderate Damage
ANT-03168,San Luis,14.63926,121.20582,1968,4,Concrete,Industrial,280,EVT-038,5.5,87.68,0.115,13.8,1,Class 1: Light Damage
ANT-03768,Dalig,14.62939,121.13264,2003,6,Concrete,Commercial,623,EVT-081,6.0,51.44,0.278,33.4,2,Class 2: Moderate Damage
ANT-02888,San Roque,14.61225,121.18046,1965,6,Masonry_URM,Hospital,743,EVT-023,5.1,58.27,0.11,13.2,1,Class 1: Light Damage
ANT-00697,San Roque,14.60553,121.15729,1962,6,Wood,Commercial,756,EVT-079,6.1,30.99,0.504,60.5,3,Class 3: Severe Damage
ANT-02169,San Juan,14.62535,121.21155,2019,4,Concrete,Residential,654,EVT-013,5.1,67.44,0.088,10.6,0,Class 0: No Damage
ANT-03581,San Juan,14.56791,121.16907,1957,8,Masonry_URM,School,369,EVT-051,7.6,98.31,0.469,56.3,4,Class 4: Collapse
ANT-02893,San Juan,14.64185,121.14573,2009,6,Steel,Commercial,227,EVT-096,6.3,37.59,0.651,78.1,3,Class 3: Severe Damage
ANT-03293,Cupang,14.62742,121.20132,1965,7,Steel,Commercial,270,EVT-002,5.2,87.77,0.093,11.2,0,Class 0: No Damage
ANT-01050,Muntindilaw,14.59313,121.1434,1957,9,Wood,Commercial,462,EVT-077,6.8,83.83,0.288,34.5,2,Class 2: Moderate Damage
ANT-04787,Dela Paz,14.63317,121.1961,2015,9,Steel,Commercial,690,EVT-055,5.6,79.58,0.111,13.4,1,Class 1: Light Damage
ANT-03627,San Jose,14.61006,121.13484,1990,5,Concrete,Commercial,734,EVT-067,5.1,35.27,0.193,23.1,1,Class 1: Light Damage
ANT-01924,Bagong Nayon,14.61502,121.1666,2016,2,Wood,Residential,625,EVT-057,5.1,22.06,0.353,42.4,2,Class 2: Moderate Damage
ANT-02400,Cupang,14.63908,121.15026,2020,6,Wood,School,246,EVT-010,7.2,37.99,1.31,157.2,4,Class 4: Collapse
ANT-04544,Inarawan,14.57198,121.206,1965,7,Steel,Industrial,570,EVT-010,7.2,47.2,0.783,93.9,3,Class 3: Severe Damage
ANT-01336,Inarawan,14.55761,121.22293,1990,9,Steel,Hospital,188,EVT-037,5.6,83.11,0.15,18.0,1,Class 1: Light Damage
ANT-04905,Inarawan,14.62517,121.21855,1990,7,Steel,Hospital,758,EVT-069,5.1,53.54,0.12,14.3,0,Class 0: No Damage
ANT-02732,Dalig,14.63739,121.22723,2008,2,Concrete,Residential,606,EVT-040,8.1,75.12,0.861,103.3,4,Class 4: Collapse
ANT-00157,Mayamot,14.63339,121.13299,1989,2,Concrete,School,713,EVT-038,5.5,94.44,0.079,9.4,0,Class 0: No Damage
ANT-04472,Cupang,14.58309,121.24706,1977,9,Masonry_URM,Industrial,410,EVT-079,6.1,37.79,0.481,57.8,4,Class 4: Collapse
ANT-04686,Mayamot,14.61985,121.1813,1977,1,Concrete,Hospital,555,EVT-057,5.1,22.58,0.357,42.9,2,Class 2: Moderate Damage
ANT-02936,Inarawan,14.55306,121.22622,1989,4,Wood,Commercial,160,EVT-038,5.5,81.69,0.15,18.0,1,Class 1: Light Damage
ANT-03126,Dalig,14.57548,121.23377,1955,2,Masonry_URM,School,474,EVT-063,7.4,48.03,0.958,115.0,4,Class 4: Collapse
ANT-01500,San Roque,14.56586,121.13946,2019,7,Steel,Commercial,499,EVT-078,6.6,43.72,0.56,67.2,2,Class 2: Moderate Damage
ANT-03228,San Isidro,14.61948,121.14782,1981,3,Steel,Hospital,547,EVT-024,5.6,83.04,0.108,13.0,0,Class 0: No Damage
ANT-01043,Cupang,14.60528,121.20297,1993,1,Wood,Industrial,453,EVT-077,6.8,77.28,0.323,38.7,2,Class 2: Moderate Damage
ANT-03957,Inarawan,14.57244,121.1929,1970,2,Steel,School,172,EVT-022,7.6,70.49,0.92,110.4,4,Class 4: Collapse
ANT-02214,San Jose,14.6435,121.14659,1976,6,Masonry_URM,School,411,EVT-100,5.4,71.74,0.119,14.3,1,Class 1: Light Damage
ANT-02511,Dalig,14.61607,121.19178,1980,6,Masonry_URM,Industrial,342,EVT-055,5.6,80.77,0.135,16.2,2,Class 2: Moderate Damage
ANT-04919,Cupang,14.6306,121.21695,1974,4,Masonry_URM,Hospital,243,EVT-029,6.8,70.66,0.463,55.5,4,Class 4: Collapse
ANT-04467,Mayamot,14.58818,121.14463,1954,8,Steel,Commercial,649,EVT-002,5.2,80.33,0.081,9.7,0,Class 0: No Damage
ANT-01063,Dela Paz,14.55364,121.20086,2021,6,Wood,Hospital,447,EVT-087,5.0,71.31,0.09,10.8,0,Class 0: No Damage
ANT-01388,Bagong Nayon,14.6146,121.24307,1970,1,Masonry_URM,Residential,335,EVT-055,5.6,75.86,0.148,17.7,2,Class 2: Moderate Damage
ANT-04588,San Jose,14.60918,121.19918,1980,5,Concrete,Residential,698,EVT-025,7.8,76.18,0.653,78.3,3,Class 3: Severe Damage
ANT-04994,San Luis,14.56874,121.14366,2021,5,Concrete,Residential,666,EVT-043,7.6,66.98,0.666,79.9,3,Class 3: Severe Damage
ANT-02601,San Roque,14.59341,121.14955,1978,8,Concrete,Hospital,514,EVT-064,7.4,24.63,2.02,242.4,4,Class 4: Collapse
ANT-01889,San Juan,14.58405,121.22004,1961,1,Concrete,School,454,EVT-058,6.1,39.79,0.429,51.4,3,Class 3: Severe Damage
ANT-00905,San Luis,14.64793,121.14948,2019,7,Steel,Residential,200,EVT-013,5.1,67.7,0.125,15.0,0,Class 0: No Damage
ANT-01227,Inarawan,14.61459,121.14355,2006,8,Masonry_URM,Industrial,741,EVT-015,6.9,59.57,0.417,50.0,3,Class 3: Severe Damage
ANT-00223,Bagong Nayon,14.5711,121.19073,1972,3,Concrete,Industrial,681,EVT-065,8.3,24.16,4.087,490.4,4,Class 4: Collapse
ANT-00535,Bagong Nayon,14.57679,121.12195,1990,1,Wood,School,224,EVT-019,5.0,52.98,0.161,19.3,1,Class 1: Light Damage
ANT-00202,Bagong Nayon,14.57968,121.23226,1960,8,Masonry_URM,Residential,628,EVT-064,7.4,32.77,1.385,166.3,4,Class 4: Collapse
ANT-01868,San Isidro,14.59924,121.23331,1963,3,Concrete,Residential,708,EVT-027,7.0,59.04,0.473,56.7,3,Class 3: Severe Damage
ANT-01764,Dela Paz,14.60657,121.22231,2016,3,Masonry_URM,Residential,307,EVT-020,6.4,23.33,1.176,141.1,4,Class 4: Collapse
ANT-01910,Bagong Nayon,14.59586,121.1433,1994,7,Concrete,Commercial,548,EVT-032,8.2,61.84,1.33,159.6,4,Class 4: Collapse
ANT-03064,Inarawan,14.63852,121.13144,1999,5,Steel,Industrial,513,EVT-012,5.2,64.36,0.116,13.9,0,Class 0: No Damage
ANT-02980,Inarawan,14.58028,121.18852,2020,9,Concrete,Residential,442,EVT-025,7.8,77.62,0.73,87.6,3,Class 3: Severe Damage
ANT-01328,Dalig,14.55145,121.17701,2021,4,Wood,Industrial,578,EVT-048,6.1,48.57,0.317,38.0,2,Class 2: Moderate Damage
ANT-04275,San Jose,14.64866,121.23327,1957,4,Concrete,Commercial,654,EVT-044,8.0,44.25,1.605,192.7,4,Class 4: Collapse
ANT-02870,Dalig,14.6323,121.14554,1991,6,Wood,Hospital,665,EVT-093,8.3,28.06,3.508,421.0,4,Class 4: Collapse
ANT-03884,San Juan,14.6218,121.22738,1979,1,Steel,Commercial,366,EVT-013,5.1,67.73,0.104,12.5,0,Class 0: No Damage
ANT-00310,San Roque,14.5517,121.1971,1986,1,Steel,School,428,EVT-090,7.0,68.39,0.457,54.9,2,Class 2: Moderate Damage
ANT-00778,Mayamot,14.64635,121.1204,1981,6,Steel,Residential,748,EVT-022,7.6,59.29,0.741,89.0,3,Class 3: Severe Damage
ANT-04255,San Isidro,14.59589,121.19838,1964,8,Wood,Industrial,626,EVT-090,7.0,71.62,0.384,46.1,3,Class 3: Severe Damage
ANT-01101,San Juan,14.57052,121.16324,1987,4,Masonry_URM,Commercial,470,EVT-067,5.1,29.95,0.266,31.9,2,Class 2: Moderate Damage
ANT-01549,Inarawan,14.64127,121.15983,1961,8,Wood,School,531,EVT-057,5.1,19.28,0.425,51.0,3,Class 3: Severe Damage
ANT-03441,San Juan,14.6406,121.22734,2018,7,Steel,Hospital,391,EVT-011,6.2,21.12,1.017,122.0,2,Class 2: Moderate Damage
ANT-00723,San Jose,14.56915,121.16223,1982,1,Steel,Industrial,702,EVT-034,5.3,65.39,0.11,13.2,1,Class 1: Light Damage
ANT-04469,San Isidro,14.61951,121.19702,1992,9,Concrete,Commercial,483,EVT-024,5.6,77.82,0.122,14.7,1,Class 1: Light Damage
ANT-02462,Bagong Nayon,14.5504,121.13566,1978,7,Steel,School,397,EVT-037,5.6,92.44,0.104,12.5,0,Class 0: No Damage
ANT-03306,San Isidro,14.57109,121.12517,1978,6,Masonry_URM,Residential,508,EVT-025,7.8,84.51,0.625,75.0,4,Class 4: Collapse
ANT-01929,Cupang,14.577,121.15572,2008,8,Steel,Commercial,346,EVT-087,5.0,75.64,0.09,10.8,0,Class 0: No Damage
ANT-01371,Mayamot,14.6417,121.21589,1989,8,Concrete,School,342,EVT-031,8.4,20.44,6.222,746.6,4,Class 4: Collapse
ANT-00091,Inarawan,14.57784,121.15745,1959,7,Concrete,Commercial,696,EVT-076,5.5,31.1,0.324,38.8,2,Class 2: Moderate Damage
ANT-00810,Dalig,14.60706,121.14669,2016,1,Steel,Industrial,696,EVT-019,5.0,51.85,0.118,14.1,0,Class 0: No Damage
ANT-04532,Mayamot,14.58103,121.14742,1957,6,Wood,Commercial,655,EVT-070,6.5,43.0,0.505,60.7,2,Class 2: Moderate Damage
ANT-00042,Muntindilaw,14.5927,121.13963,1997,7,Wood,Industrial,526,EVT-012,5.2,63.54,0.117,14.0,1,Class 1: Light Damage
ANT-02403,Cupang,14.5585,121.14227,1963,1,Steel,Residential,639,EVT-095,7.8,48.52,1.227,147.3,4,Class 4: Collapse
ANT-01577,San Jose,14.59124,121.24735,1951,8,Wood,Residential,224,EVT-092,5.7,78.09,0.163,19.6,2,Class 2: Moderate Damage
ANT-02576,San Isidro,14.63059,121.14394,1996,3,Steel,Residential,510,EVT-023,5.1,58.51,0.122,14.7,1,Class 1: Light Damage
ANT-02433,Bagong Nayon,14.61769,121.171,1953,8,Concrete,Industrial,638,EVT-018,6.4,55.22,0.324,38.9,2,Class 2: Moderate Damage
ANT-04114,San Roque,14.59213,121.16975,1982,3,Steel,Commercial,553,EVT-037,5.6,89.14,0.099,11.9,0,Class 0: No Damage
ANT-04712,San Isidro,14.56823,121.1261,1997,2,Steel,Residential,513,EVT-012,5.2,65.18,0.114,13.6,0,Class 0: No Damage
ANT-04454,San Isidro,14.57655,121.16348,1969,3,Steel,Industrial,475,EVT-031,8.4,29.5,3.815,457.7,4,Class 4: Collapse
ANT-01487,Muntindilaw,14.63329,121.24319,2007,3,Wood,Commercial,238,EVT-024,5.6,73.23,0.164,19.7,1,Class 1: Light Damage
ANT-03685,Inarawan,14.5983,121.12632,1967,3,Wood,Commercial,371,EVT-052,5.3,31.75,0.31,37.2,2,Class 2: Moderate Damage
ANT-00378,Dela Paz,14.64382,121.18991,1957,6,Concrete,Hospital,307,EVT-019,5.0,51.94,0.15,18.0,1,Class 1: Light Damage
ANT-01769,Cupang,14.56498,121.15331,1969,1,Wood,Hospital,238,EVT-041,5.3,21.74,0.553,66.3,4,Class 4: Collapse
ANT-04273,Muntindilaw,14.59559,121.18071,1998,7,Concrete,Residential,280,EVT-015,6.9,58.26,0.574,68.9,3,Class 3: Severe Damage
ANT-02171,San Juan,14.63445,121.13326,2001,3,Wood,Hospital,619,EVT-053,7.5,16.7,3.001,360.1,4,Class 4: Collapse
ANT-00258,Mayamot,14.56232,121.21393,1955,1,Steel,Hospital,490,EVT-063,7.4,46.25,0.994,119.2,4,Class 4: Collapse
ANT-01728,Cupang,14.56279,121.22422,2000,7,Steel,Commercial,253,EVT-029,6.8,68.47,0.476,57.2,2,Class 2: Moderate Damage
ANT-04248,Dela Paz,14.56555,121.22581,1965,3,Concrete,Commercial,720,EVT-004,7.9,55.1,1.034,124.1,4,Class 4: Collapse
ANT-03918,San Luis,14.6224,121.18817,2008,7,Concrete,Industrial,210,EVT-098,5.5,73.03,0.161,19.4,1,Class 1: Light Damage
ANT-04321,Dalig,14.59058,121.20088,1984,8,Concrete,Commercial,635,EVT-037,5.6,85.8,0.1,12.0,0,Class 0: No Damage
ANT-00229,Cupang,14.62001,121.23451,1995,5,Steel,Industrial,494,EVT-075,5.7,31.13,0.421,50.6,2,Class 2: Moderate Damage
ANT-02248,Dela Paz,14.58231,121.14153,1950,3,Wood,Residential,560,EVT-028,8.0,10.61,6.918,830.2,4,Class 4: Collapse
ANT-01438,San Jose,14.5695,121.15127,2018,4,Steel,Residential,492,EVT-051,7.6,100.0,0.421,50.5,1,Class 1: Light Damage
ANT-03684,Bagong Nayon,14.61523,121.21781,1961,3,Concrete,Hospital,608,EVT-023,5.1,60.46,0.111,13.3,1,Class 1: Light Damage
ANT-03191,San Isidro,14.61495,121.18713,2012,4,Concrete,Commercial,492,EVT-006,7.2,98.71,0.307,36.8,2,Class 2: Moderate Damage
ANT-01696,San Luis,14.56796,121.21447,1973,5,Steel,Industrial,638,EVT-100,5.4,82.29,0.087,10.5,0,Class 0: No Damage
ANT-03825,San Isidro,14.58133,121.15755,1996,1,Steel,Residential,599,EVT-087,5.0,75.38,0.077,9.2,0,Class 0: No Damage
ANT-02570,Inarawan,14.5863,121.13321,1972,3,Wood,Residential,317,EVT-021,5.9,11.55,1.451,174.1,4,Class 4: Collapse
ANT-00278,Muntindilaw,14.58146,121.1814,2005,5,Masonry_URM,Hospital,407,EVT-019,5.0,56.42,0.124,14.9,0,Class 0: No Damage
ANT-01520,Inarawan,14.58383,121.17104,2017,7,Masonry_URM,Hospital,229,EVT-034,5.3,64.89,0.156,18.7,1,Class 1: Light Damage
ANT-03658,Mayamot,14.61347,121.1571,1963,5,Masonry_URM,Industrial,538,EVT-055,5.6,84.3,0.111,13.3,1,Class 1: Light Damage
ANT-03334,Dela Paz,14.55579,121.15372,2023,1,Steel,Hospital,513,EVT-088,5.5,63.6,0.15,18.0,1,Class 1: Light Damage
ANT-02541,Dela Paz,14.59985,121.13338,1960,1,Steel,School,623,EVT-022,7.6,63.6,0.715,85.8,2,Class 2: Moderate Damage
ANT-00552,Muntindilaw,14.5502,121.23087,1980,1,Steel,Commercial,759,EVT-019,5.0,62.53,0.09,10.8,1,Class 1: Light Damage
ANT-04218,Muntindilaw,14.62269,121.20601,2003,6,Concrete,Commercial,375,EVT-069,5.1,52.82,0.15,18.0,2,Class 2: Moderate Damage
ANT-03033,Dalig,14.62607,121.142,2008,7,Wood,Commercial,262,EVT-062,7.1,64.5,0.638,76.6,3,Class 3: Severe Damage
ANT-01402,Dela Paz,14.5711,121.12048,1993,5,Concrete,Residential,617,EVT-087,5.0,79.49,0.071,8.5,0,Class 0: No Damage
ANT-00243,Inarawan,14.59668,121.19795,2008,2,Wood,Industrial,649,EVT-036,5.9,31.85,0.446,53.6,3,Class 3: Severe Damage
ANT-01678,San Juan,14.61496,121.15189,2015,1,Steel,Commercial,750,EVT-082,6.2,18.93,0.937,112.5,4,Class 4: Collapse
ANT-04034,Dalig,14.58383,121.14395,1959,2,Wood,School,696,EVT-055,5.6,86.95,0.099,11.8,2,Class 2: Moderate Damage
ANT-04919,Cupang,14.6306,121.21695,1974,4,Masonry_URM,Hospital,243,EVT-009,5.9,59.48,0.277,33.3,3,Class 3: Severe Damage
ANT-01805,San Juan,14.60032,121.20074,2005,3,Wood,Commercial,345,EVT-012,5.2,56.93,0.152,18.3,1,Class 1: Light Damage
ANT-00848,Bagong Nayon,14.57888,121.21611,2010,3,Steel,Commercial,480,EVT-098,5.5,67.34,0.14,16.8,0,Class 0: No Damage
ANT-00720,Muntindilaw,14.57873,121.14635,2021,4,Steel,School,347,EVT-076,5.5,32.26,0.382,45.9,1,Class 1: Light Damage
ANT-04997,Mayamot,14.55075,121.24324,2005,3,Steel,Commercial,212,EVT-076,5.5,21.39,0.692,83.1,2,Class 2: Moderate Damage
ANT-04442,Cupang,14.56753,121.22892,2014,6,Steel,School,222,EVT-010,7.2,49.48,0.98,117.5,3,Class 3: Severe Damage
ANT-01245,San Roque,14.55899,121.19646,1975,9,Concrete,Industrial,424,EVT-098,5.5,66.61,0.147,17.7,1,Class 1: Light Damage
ANT-03277,San Jose,14.59479,121.2081,1974,4,Steel,School,260,EVT-045,5.4,45.17,0.252,30.3,1,Class 1: Light Damage
ANT-03624,Bagong Nayon,14.63721,121.19572,2008,4,Steel,Residential,443,EVT-033,6.2,76.85,0.211,25.3,1,Class 1: Light Damage
ANT-02810,San Roque,14.62397,121.14819,2005,6,Masonry_URM,Commercial,443,EVT-075,5.7,31.53,0.429,51.5,3,Class 3: Severe Damage
ANT-02687,Inarawan,14.55996,121.2338,2022,9,Wood,School,336,EVT-100,5.4,84.53,0.102,12.2,1,Class 1: Light Damage
ANT-00030,San Juan,14.57535,121.14206,1966,5,Steel,Commercial,636,EVT-037,5.6,91.94,0.091,10.9,0,Class 0: No Damage
ANT-01163,San Juan,14.6487,121.2375,1989,3,Steel,Hospital,160,EVT-099,6.8,32.34,1.293,155.2,4,Class 4: Collapse
